Arguments are...
log_dir: ./test_run
sdf_dir: data/intra_gsm_clean
split_path: data/intra_gsm_clean/splits/split0.npy
n_epochs: 100
warmup_epochs: 2
batch_size: 64
mini_batch: 4
lr: 0.001
num_workers: 2
hidden_dim: 100
depth: 3
n_layers: 2
optimizer: adam
scheduler: plateau
verbose: True

Model parameters are:
node_dim: 26
edge_dim: 2
hidden_dim: 100
depth: 3
n_layers: 2


Optimizer parameters are:
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)

Scheduler state dict is:
factor: 0.7
min_lrs: [1e-05]
patience: 5
verbose: False
cooldown: 0
cooldown_counter: 0
mode: min
threshold: 0.0001
threshold_mode: rel
best: inf
num_bad_epochs: 0
mode_worse: inf
eps: 1e-08
last_epoch: 0

Starting training...
Parameter Norm: 44.03821010840034	 Gradient Norm: 10.00000278089395	 Loss: 2.4383692741394043
Parameter Norm: 45.12954102975044	 Gradient Norm: 10.000000209678959	 Loss: 0.0921061635017395
Parameter Norm: 45.13048083712827	 Gradient Norm: 9.999999971273894	 Loss: 0.10332179814577103
Parameter Norm: 45.131632283458245	 Gradient Norm: 10.000002916778	 Loss: 0.10722804814577103
Parameter Norm: 45.132983718759164	 Gradient Norm: 10.000000401677559	 Loss: 0.0665869489312172
Parameter Norm: 45.13454600371642	 Gradient Norm: 9.999998984335967	 Loss: 0.1030946895480156
Parameter Norm: 45.13586580361425	 Gradient Norm: 10.000001855552407	 Loss: 0.11176455765962601
Parameter Norm: 45.13690538526228	 Gradient Norm: 10.000002070843637	 Loss: 0.11857160180807114
Parameter Norm: 45.13771256192115	 Gradient Norm: 9.999998895745822	 Loss: 0.10378039628267288
Parameter Norm: 45.13832629714072	 Gradient Norm: 10.000000114764141	 Loss: 0.08687955141067505
Parameter Norm: 45.13883932540471	 Gradient Norm: 9.999997476603397	 Loss: 0.11633589118719101
Parameter Norm: 45.139527325294225	 Gradient Norm: 9.99999826445924	 Loss: 0.11740400642156601
Parameter Norm: 45.1402991484209	 Gradient Norm: 9.999998068464473	 Loss: 0.09941482543945312
Parameter Norm: 45.141158305066725	 Gradient Norm: 9.999999736396951	 Loss: 0.11903418600559235
Parameter Norm: 45.14209089879069	 Gradient Norm: 10.000003348748118	 Loss: 0.09277621656656265
Parameter Norm: 45.143118698765804	 Gradient Norm: 10.00000029390986	 Loss: 0.09894903749227524
Parameter Norm: 45.144353270776584	 Gradient Norm: 9.999999324811395	 Loss: 0.10668840259313583
Parameter Norm: 45.145201306613984	 Gradient Norm: 9.999999805513177	 Loss: 0.13493193686008453
Parameter Norm: 45.145699276240826	 Gradient Norm: 10.000000211497758	 Loss: 0.11700161546468735
Parameter Norm: 45.14587762523059	 Gradient Norm: 9.999998565446075	 Loss: 0.12717309594154358
Parameter Norm: 45.14577912602713	 Gradient Norm: 10.000003112693204	 Loss: 0.1107906624674797
Parameter Norm: 45.14546863233339	 Gradient Norm: 9.999998651779299	 Loss: 0.11866987496614456
Parameter Norm: 45.14501926615962	 Gradient Norm: 10.000000541584843	 Loss: 0.0932462215423584
Parameter Norm: 45.144929244811905	 Gradient Norm: 10.000000963432553	 Loss: 0.08836473524570465
Parameter Norm: 45.14501166638298	 Gradient Norm: 9.99999897605181	 Loss: 0.13932599127292633
Parameter Norm: 45.145238518531905	 Gradient Norm: 10.000001483174046	 Loss: 0.0952550396323204
Parameter Norm: 45.14561419791486	 Gradient Norm: 10.000000353353304	 Loss: 0.10897845029830933
Parameter Norm: 45.14614317554644	 Gradient Norm: 9.99999972762413	 Loss: 0.07541101425886154
Parameter Norm: 45.14647259085434	 Gradient Norm: 6.173676219343938	 Loss: 0.08806849271059036
Parameter Norm: 45.14687830826948	 Gradient Norm: 9.99999874845056	 Loss: 0.09177228063344955
Parameter Norm: 45.14709493487305	 Gradient Norm: 9.999998382206503	 Loss: 0.08843003958463669
Parameter Norm: 45.14712503316518	 Gradient Norm: 10.000001958140135	 Loss: 0.08636313676834106
Parameter Norm: 45.14737924112774	 Gradient Norm: 10.000001005516875	 Loss: 0.06711102277040482
Parameter Norm: 45.14785273097085	 Gradient Norm: 9.999998416703777	 Loss: 0.07902876287698746
Parameter Norm: 45.148552189590255	 Gradient Norm: 7.245946616432243	 Loss: 0.08287079632282257
Parameter Norm: 45.14935885038729	 Gradient Norm: 9.999999407110346	 Loss: 0.08472073078155518
Parameter Norm: 45.14988070983633	 Gradient Norm: 9.999998320311347	 Loss: 0.12179071456193924
Parameter Norm: 45.15010340852954	 Gradient Norm: 9.999999124359958	 Loss: 0.1079498678445816
Parameter Norm: 45.15004787370859	 Gradient Norm: 10.00000251355626	 Loss: 0.09164055436849594
Parameter Norm: 45.149765472094984	 Gradient Norm: 10.000001320724298	 Loss: 0.07803405821323395
Parameter Norm: 45.14935700166775	 Gradient Norm: 10.000002795330401	 Loss: 0.084852434694767
Parameter Norm: 45.14921848910455	 Gradient Norm: 9.999999725068063	 Loss: 0.11960765719413757
Parameter Norm: 45.14925542994369	 Gradient Norm: 9.999998864850497	 Loss: 0.10819608718156815
Parameter Norm: 45.149440128130585	 Gradient Norm: 10.00000062343612	 Loss: 0.10287190973758698
Parameter Norm: 45.14979122543954	 Gradient Norm: 9.9999995058893	 Loss: 0.07782033085823059
Parameter Norm: 45.150343777749825	 Gradient Norm: 10.000000873370311	 Loss: 0.06761323660612106
Parameter Norm: 45.15063241914211	 Gradient Norm: 9.99999722378128	 Loss: 0.10258659720420837
Parameter Norm: 45.1506659451861	 Gradient Norm: 9.999998613360738	 Loss: 0.07942379266023636
Parameter Norm: 45.15048315431334	 Gradient Norm: 9.999996941067279	 Loss: 0.0705525279045105
Parameter Norm: 45.15019824363135	 Gradient Norm: 6.529916093901406	 Loss: 0.07430627197027206
Parameter Norm: 45.14995586049647	 Gradient Norm: 10.000001332178709	 Loss: 0.09204702824354172
Parameter Norm: 45.149924678899815	 Gradient Norm: 10.000003052308871	 Loss: 0.10790272057056427
Parameter Norm: 45.150047722828575	 Gradient Norm: 9.999998841545217	 Loss: 0.1151660904288292
Parameter Norm: 45.150304709982414	 Gradient Norm: 10.000000636098918	 Loss: 0.12004078179597855
Parameter Norm: 45.15069371549378	 Gradient Norm: 9.999999100490328	 Loss: 0.07739068567752838
Parameter Norm: 45.151188869064626	 Gradient Norm: 6.001992160658758	 Loss: 0.08044007420539856
Parameter Norm: 45.15163858955388	 Gradient Norm: 10.000001943224856	 Loss: 0.09418889880180359
Parameter Norm: 45.151791047810796	 Gradient Norm: 9.999999604870757	 Loss: 0.11287949979305267
Parameter Norm: 45.15166057606604	 Gradient Norm: 10.000000406733259	 Loss: 0.12225916981697083
Parameter Norm: 45.15126198164704	 Gradient Norm: 9.99999902146204	 Loss: 0.13727028667926788
Parameter Norm: 45.150651432196845	 Gradient Norm: 9.999999998520636	 Loss: 0.11773571372032166
Parameter Norm: 45.14988950196063	 Gradient Norm: 10.000003543225283	 Loss: 0.09796593338251114
Parameter Norm: 45.14910034741204	 Gradient Norm: 10.000000394143221	 Loss: 0.09905331581830978
Parameter Norm: 45.1486377085545	 Gradient Norm: 9.999997163565164	 Loss: 0.08573634177446365
Parameter Norm: 45.14841480278734	 Gradient Norm: 9.999998199047853	 Loss: 0.09134059399366379
Parameter Norm: 45.14839818830181	 Gradient Norm: 9.999999750512409	 Loss: 0.10529804974794388
Parameter Norm: 45.14855011158294	 Gradient Norm: 10.000001642269815	 Loss: 0.09669901430606842
Parameter Norm: 45.148945468587726	 Gradient Norm: 6.258297155409216	 Loss: 0.060664255172014236
Parameter Norm: 45.149652133751374	 Gradient Norm: 10.000002015011278	 Loss: 0.10194895416498184
Parameter Norm: 45.15004610699731	 Gradient Norm: 10.00000082975095	 Loss: 0.09966564923524857
Parameter Norm: 45.15014061863832	 Gradient Norm: 9.999999978752559	 Loss: 0.13365291059017181
Parameter Norm: 45.14996463973893	 Gradient Norm: 10.000000225590231	 Loss: 0.16910859942436218
Epoch 14: Training Loss 0.03960584822832739
Epoch 14: Validation Loss 0.03901687571763778
Parameter Norm: 45.149576917854446	 Gradient Norm: 9.999999498332725	 Loss: 0.09235759824514389
Parameter Norm: 45.14903478689353	 Gradient Norm: 3.4393173426233443	 Loss: 0.08727655559778214
Parameter Norm: 45.148720336210474	 Gradient Norm: 9.999998223487928	 Loss: 0.07687335461378098
Parameter Norm: 45.14868775788394	 Gradient Norm: 10.000000042254104	 Loss: 0.0791727751493454
Parameter Norm: 45.148868445831745	 Gradient Norm: 10.000001706321168	 Loss: 0.12110894173383713
Parameter Norm: 45.1491918677331	 Gradient Norm: 10.000000835860275	 Loss: 0.09907997399568558
Parameter Norm: 45.149651284953684	 Gradient Norm: 10.000000161369018	 Loss: 0.07668615877628326
Parameter Norm: 45.15020603666481	 Gradient Norm: 9.999997086831666	 Loss: 0.08693775534629822
Parameter Norm: 45.15037120126067	 Gradient Norm: 9.999999011047649	 Loss: 0.08714625984430313
Parameter Norm: 45.15031439725158	 Gradient Norm: 9.999998701816008	 Loss: 0.10561174899339676
Parameter Norm: 45.15006299819495	 Gradient Norm: 10.000000460582767	 Loss: 0.089922234416008
Parameter Norm: 45.14971952591356	 Gradient Norm: 8.824472452636677	 Loss: 0.09446282684803009
Parameter Norm: 45.149779281045255	 Gradient Norm: 4.687792854498643	 Loss: 0.08586901426315308
Parameter Norm: 45.15009375705084	 Gradient Norm: 9.999998822982688	 Loss: 0.08784479647874832
Parameter Norm: 45.15067910771029	 Gradient Norm: 1.083874430877108	 Loss: 0.0806649774312973
Parameter Norm: 45.15139230848399	 Gradient Norm: 9.999998429956388	 Loss: 0.06544244289398193
Parameter Norm: 45.15227287560306	 Gradient Norm: 9.99999965659847	 Loss: 0.07634536921977997
Parameter Norm: 45.15292110166268	 Gradient Norm: 9.999999971218005	 Loss: 0.09301017969846725
Parameter Norm: 45.1533254797246	 Gradient Norm: 9.99999794330333	 Loss: 0.09043797850608826
Parameter Norm: 45.153509993961165	 Gradient Norm: 10.000000897765707	 Loss: 0.08862723410129547
Parameter Norm: 45.15354533935155	 Gradient Norm: 9.999998403069235	 Loss: 0.0748327374458313
Parameter Norm: 45.1537916911164	 Gradient Norm: 9.999998100583314	 Loss: 0.09978551417589188
Parameter Norm: 45.15422918471221	 Gradient Norm: 10.000000029938098	 Loss: 0.0977647453546524
Parameter Norm: 45.15484711237919	 Gradient Norm: 9.999998563450173	 Loss: 0.06857355684041977
Parameter Norm: 45.15563188671948	 Gradient Norm: 10.000000412438286	 Loss: 0.09751073271036148
Parameter Norm: 45.15615350872313	 Gradient Norm: 9.99999857725608	 Loss: 0.09664905816316605
Parameter Norm: 45.1564129504233	 Gradient Norm: 9.725947560830333	 Loss: 0.08927180618047714
Parameter Norm: 45.15648118596373	 Gradient Norm: 10.00000042328541	 Loss: 0.07718659192323685
Parameter Norm: 45.15685302586207	 Gradient Norm: 10.000000522248571	 Loss: 0.10211365669965744
Parameter Norm: 45.15713495379087	 Gradient Norm: 9.99999758557102	 Loss: 0.07921628654003143
Parameter Norm: 45.157635581401564	 Gradient Norm: 2.7175605754947503	 Loss: 0.0998506098985672
Parameter Norm: 45.15824162044021	 Gradient Norm: 5.664288853520438	 Loss: 0.08952867984771729
Parameter Norm: 45.15897696850989	 Gradient Norm: 6.07405071007304	 Loss: 0.07915055006742477
Parameter Norm: 45.159685877868846	 Gradient Norm: 9.999999379167702	 Loss: 0.1022818461060524
Parameter Norm: 45.16026582256793	 Gradient Norm: 1.9252798447417319	 Loss: 0.09537706524133682
Parameter Norm: 45.16097063180334	 Gradient Norm: 9.999998250015404	 Loss: 0.08727774769067764
Parameter Norm: 45.161839299620084	 Gradient Norm: 9.999999963469907	 Loss: 0.08935483545064926
Parameter Norm: 45.1628679130184	 Gradient Norm: 3.3315375201885993	 Loss: 0.08989017456769943
Parameter Norm: 45.16397829833276	 Gradient Norm: 9.999999874390989	 Loss: 0.11767859011888504
Parameter Norm: 45.1647910699224	 Gradient Norm: 6.698258878666434	 Loss: 0.05463129281997681
Parameter Norm: 45.165602679878226	 Gradient Norm: 10.000001649597966	 Loss: 0.08524467796087265
Parameter Norm: 45.16621751069534	 Gradient Norm: 9.999999217038182	 Loss: 0.07255125790834427
Parameter Norm: 45.16667946791306	 Gradient Norm: 9.999999108262891	 Loss: 0.07567398250102997
Parameter Norm: 45.1669126634583	 Gradient Norm: 9.999999263808213	 Loss: 0.087501160800457
Parameter Norm: 45.16740747880872	 Gradient Norm: 10.000000679630418	 Loss: 0.08836551010608673
Parameter Norm: 45.168055168248735	 Gradient Norm: 9.999999145172037	 Loss: 0.09694971144199371
Parameter Norm: 45.1688523362911	 Gradient Norm: 4.223128173108971	 Loss: 0.0844162330031395
Parameter Norm: 45.16981982102713	 Gradient Norm: 10.000000204275931	 Loss: 0.09140855073928833
Parameter Norm: 45.170729727921156	 Gradient Norm: 4.758825873253158	 Loss: 0.08362997323274612
Parameter Norm: 45.17185497308638	 Gradient Norm: 10.000000385224117	 Loss: 0.10573070496320724
Parameter Norm: 45.17271111116645	 Gradient Norm: 9.446343551288946	 Loss: 0.08229649811983109
Parameter Norm: 45.17379331196923	 Gradient Norm: 9.999997277866562	 Loss: 0.08656951785087585
Parameter Norm: 45.17458188120521	 Gradient Norm: 9.999998066010587	 Loss: 0.08939142525196075
Parameter Norm: 45.1751955429854	 Gradient Norm: 0.4785215794119433	 Loss: 0.06840689480304718
Parameter Norm: 45.17586105614111	 Gradient Norm: 10.000001527756138	 Loss: 0.09343909472227097
Parameter Norm: 45.17665502651705	 Gradient Norm: 9.999999543613328	 Loss: 0.07249663025140762
Parameter Norm: 45.17755041791279	 Gradient Norm: 9.999998000500252	 Loss: 0.07780692726373672
Parameter Norm: 45.17854953423244	 Gradient Norm: 9.933291739680072	 Loss: 0.07840999960899353
Parameter Norm: 45.17932772527668	 Gradient Norm: 10.000001098625601	 Loss: 0.06558656692504883
Parameter Norm: 45.17981686718736	 Gradient Norm: 4.863345310991606	 Loss: 0.08234148472547531
Parameter Norm: 45.18041961057235	 Gradient Norm: 9.999998515450752	 Loss: 0.08838515728712082
Parameter Norm: 45.180875057688205	 Gradient Norm: 9.566658705965231	 Loss: 0.08332103490829468
Parameter Norm: 45.181146688160915	 Gradient Norm: 10.0000008130555	 Loss: 0.08467786014080048
Parameter Norm: 45.18163414613152	 Gradient Norm: 9.99999862741848	 Loss: 0.10038203746080399
Parameter Norm: 45.18235343126794	 Gradient Norm: 9.999999877645884	 Loss: 0.09369231760501862
Parameter Norm: 45.18325033972843	 Gradient Norm: 9.999998750519495	 Loss: 0.0838204100728035
Parameter Norm: 45.18395074705171	 Gradient Norm: 9.999998811570897	 Loss: 0.08093079924583435
Parameter Norm: 45.18435524084429	 Gradient Norm: 9.9999993468859	 Loss: 0.07191737741231918
Parameter Norm: 45.18478473346767	 Gradient Norm: 9.99999962663059	 Loss: 0.09122905880212784
Parameter Norm: 45.18551511611032	 Gradient Norm: 9.999999269801558	 Loss: 0.0990501269698143
Parameter Norm: 45.18641589113193	 Gradient Norm: 9.999998748636537	 Loss: 0.10698923468589783
Parameter Norm: 45.18742557720166	 Gradient Norm: 9.99999836722265	 Loss: 0.0780150294303894
Parameter Norm: 45.18811310611463	 Gradient Norm: 7.6664662024496595	 Loss: 0.0845506563782692
Parameter Norm: 45.188526507010955	 Gradient Norm: 9.64335296887373	 Loss: 0.07369186729192734
Parameter Norm: 45.18906830360263	 Gradient Norm: 9.999999754384298	 Loss: 0.08305180817842484
Parameter Norm: 45.18955412095837	 Gradient Norm: 9.999996829517443	 Loss: 0.08935210108757019
Parameter Norm: 45.18994218081069	 Gradient Norm: 10.000001074128775	 Loss: 0.11152464896440506
Parameter Norm: 45.19052250472602	 Gradient Norm: 10.00000084393811	 Loss: 0.09249485284090042
Parameter Norm: 45.19123919742374	 Gradient Norm: 9.999997537475712	 Loss: 0.10065652430057526
Parameter Norm: 45.19208132275899	 Gradient Norm: 10.000000576573745	 Loss: 0.09178271144628525
Parameter Norm: 45.19303048621102	 Gradient Norm: 10.000000120592304	 Loss: 0.09820343554019928
Parameter Norm: 45.19409466488966	 Gradient Norm: 10.000000872217168	 Loss: 0.0784541517496109
Parameter Norm: 45.19527103022302	 Gradient Norm: 9.999997928502852	 Loss: 0.09630238264799118
Parameter Norm: 45.19618707832891	 Gradient Norm: 10.000001203914055	 Loss: 0.10334312170743942
Parameter Norm: 45.19682043647414	 Gradient Norm: 9.999998007792339	 Loss: 0.1063927486538887
Parameter Norm: 45.197182822253815	 Gradient Norm: 10.000001014400011	 Loss: 0.10462259501218796
Parameter Norm: 45.197292125754174	 Gradient Norm: 9.999998570426264	 Loss: 0.09205618500709534
Parameter Norm: 45.197191553065764	 Gradient Norm: 9.999996895045141	 Loss: 0.07484167069196701
Parameter Norm: 45.19732565588421	 Gradient Norm: 10.00000015871638	 Loss: 0.10258159041404724
Parameter Norm: 45.19760943006798	 Gradient Norm: 10.000000525870858	 Loss: 0.07582402229309082
Parameter Norm: 45.19806325635802	 Gradient Norm: 10.000000307416796	 Loss: 0.08655498176813126
Parameter Norm: 45.198685887827615	 Gradient Norm: 10.000000252073773	 Loss: 0.09968487173318863
Parameter Norm: 45.19915453674556	 Gradient Norm: 6.884448145944162	 Loss: 0.11776786297559738
Parameter Norm: 45.19977024451063	 Gradient Norm: 9.999997833377577	 Loss: 0.0677141323685646
Parameter Norm: 45.20019057685569	 Gradient Norm: 10.000001154874345	 Loss: 0.08658486604690552
Parameter Norm: 45.200443079104744	 Gradient Norm: 2.056807887466817	 Loss: 0.07442796975374222
Parameter Norm: 45.20075732298953	 Gradient Norm: 2.1957825022544917	 Loss: 0.10199890285730362
Parameter Norm: 45.20144309635167	 Gradient Norm: 9.99999922614505	 Loss: 0.08135943859815598
Parameter Norm: 45.20236267565253	 Gradient Norm: 6.88086868197588	 Loss: 0.08610475063323975
Parameter Norm: 45.20342965189502	 Gradient Norm: 3.1876532045192434	 Loss: 0.06745868176221848
Parameter Norm: 45.2045114351065	 Gradient Norm: 8.46487056413985	 Loss: 0.07827042788267136
Parameter Norm: 45.20543328121835	 Gradient Norm: 1.9645183823455392	 Loss: 0.06608032435178757
Parameter Norm: 45.20627457830294	 Gradient Norm: 9.999998100955356	 Loss: 0.07596664130687714
Parameter Norm: 45.207291646823386	 Gradient Norm: 10.000000268863753	 Loss: 0.09118956327438354
Parameter Norm: 45.20810266683089	 Gradient Norm: 6.102832417305851	 Loss: 0.07061496376991272
Parameter Norm: 45.20919679931412	 Gradient Norm: 9.999998630063518	 Loss: 0.1511225402355194
Epoch 15: Training Loss 0.0372433524794195
Epoch 15: Validation Loss 0.04050109164114259
Parameter Norm: 45.210056282572594	 Gradient Norm: 2.8674088375890583	 Loss: 0.08220843225717545
Parameter Norm: 45.21114408237108	 Gradient Norm: 9.999998223879773	 Loss: 0.08351783454418182
Parameter Norm: 45.21205591983204	 Gradient Norm: 10.000000385365045	 Loss: 0.07910897582769394
Parameter Norm: 45.21313013720892	 Gradient Norm: 3.533698550095566	 Loss: 0.0840534120798111
Parameter Norm: 45.21425634532399	 Gradient Norm: 9.999998119110302	 Loss: 0.08352561295032501
Parameter Norm: 45.21548083781975	 Gradient Norm: 9.999998820770635	 Loss: 0.08370764553546906
Parameter Norm: 45.21678152369971	 Gradient Norm: 7.053518863834836	 Loss: 0.08110074698925018
Parameter Norm: 45.2177583317934	 Gradient Norm: 9.9999995293914	 Loss: 0.09822888672351837
Parameter Norm: 45.218493723605484	 Gradient Norm: 10.00000018173957	 Loss: 0.08386849611997604
Parameter Norm: 45.21898252427659	 Gradient Norm: 9.99999933395272	 Loss: 0.1057448536157608
Parameter Norm: 45.21928279910368	 Gradient Norm: 9.999999065447836	 Loss: 0.07993101328611374
Parameter Norm: 45.21985350302284	 Gradient Norm: 9.999998499613532	 Loss: 0.08267747610807419
Parameter Norm: 45.22063217515559	 Gradient Norm: 10.000000240660574	 Loss: 0.07995741814374924
Parameter Norm: 45.22159317600911	 Gradient Norm: 5.890025491583422	 Loss: 0.08436000347137451
Parameter Norm: 45.22237800518439	 Gradient Norm: 10.000001156847512	 Loss: 0.08948709815740585
Parameter Norm: 45.222974799802664	 Gradient Norm: 1.4276272407722301	 Loss: 0.08196622878313065
Parameter Norm: 45.223507114693575	 Gradient Norm: 10.00000109239591	 Loss: 0.07384882122278214
Parameter Norm: 45.22423226445576	 Gradient Norm: 10.000001009133793	 Loss: 0.07843495160341263
Parameter Norm: 45.2247371256721	 Gradient Norm: 9.999998104618715	 Loss: 0.07831320911645889
Parameter Norm: 45.225086018398216	 Gradient Norm: 9.999997159063836	 Loss: 0.09215066581964493
Parameter Norm: 45.225602746972015	 Gradient Norm: 10.000000485593805	 Loss: 0.09973115473985672
Parameter Norm: 45.22621913169302	 Gradient Norm: 9.999998607022626	 Loss: 0.08975829929113388
Parameter Norm: 45.22713890605287	 Gradient Norm: 10.000000826503166	 Loss: 0.08442647010087967
Parameter Norm: 45.227824562248635	 Gradient Norm: 9.999998055404092	 Loss: 0.08498352020978928
